sleep_hours,water_intake_ml,resting_hr,hrv,activity_level,stress_level,previous_sleep_hours,previous_water_intake_ml,previous_resting_hr,previous_hrv,previous_symptom_severity,sleep_3day_mean,water_3day_mean,hrv_3day_mean,symptom_3day_mean,sleep_7day_mean,water_7day_mean,hrv_7day_mean,symptom_7day_mean,hrv_change,resting_hr_change,symptom_change,sleep_deficit,hydration_deficit,hrv_3day_std,hrv_7day_std,symptom_3day_std,symptom_7day_std,sleep_3day_std,sleep_7day_std,water_3day_std,water_7day_std,target,error_type
7.991733486063382,2723.011072928599,79.54085528827797,43.38487972508591,5.534841542573501,5.269091256204658,7.981376479572355,2719.946067201222,79.73100420007637,43.15759831996945,5.215693012600229,7.978345742649866,2716.5544737177042,43.00405689194349,5.240290505281914,7.972400066364843,2714.534177666867,42.84975908652885,5.270615829378716,0.22728140511645667,-0.19014891179839633,-0.0429553264604811,0.027599933635157007,-214.53417766686667,7.96376684545152,8.616707106674841,0.5082795781151118,0.6627004453059143,0.6882922793913971,0.7459198424110649,346.50195234639915,377.06416213715727,flare_risk,true_negative
8.121411192214111,2589.367396593674,79.51338199513383,24.742092457420924,5.0608272506082725,6.776155717761557,8.124817518248175,2578.705596107056,78.4087591240876,26.0,7.381021897810219,8.142335766423358,2593.0608272506083,26.47161394971614,7.332481751824818,8.161735024910207,2598.4541594253274,26.97272042637006,7.181159193604449,-1.2579075425790753,1.1046228710462287,0.0802919708029197,-0.16173502491020733,-98.4541594253273,7.424160614710812,8.05745771762743,0.4655611900240643,0.6112565933610595,0.7276835468018086,0.764972896372652,352.9084578953622,385.02980195712803,flare_risk,false_positive
8.124402308326463,2626.4517724649627,78.84995877988459,42.20692497938994,5.54080791426216,5.7765869744435285,8.136603462489695,2623.3701566364384,79.08161582852432,41.840065952184666,6.650288540807915,8.134913437757625,2639.372904644133,42.50068700192361,6.536795823028305,8.152925254190711,2633.9912809641582,42.88025360185294,6.475555293840538,0.3668590272052762,-0.23165704863973618,0.1263808738664468,-0.1529252541907117,-133.99128096415814,7.844353153493134,8.499160545107863,0.5168714937152851,0.6466576560161021,0.713816873799666,0.7430222265816924,362.9605653762992,387.18125565241724,flare_risk,false_negative
8.07744,2714.7608,79.0864,21.3776,5.2864,6.8248,8.14632,2742.2088,77.7232,23.1464,7.6376,8.161533333333333,2748.0369333333333,23.5052,7.549506666666667,8.182744761904761,2759.18699047619,24.066009523809523,7.4053078095238085,-1.7688,1.3632,0.22136,-0.18274476190476185,-259.1869904761905,7.01515589890883,7.69951540557884,0.4715517934118498,0.5972881937671082,0.7020033473735096,0.7526106296168942,365.7500305387698,387.354065296444,flare_risk,true_positive
7.829924628233856,2810.9386840497045,81.85312690975759,43.95762884497861,5.5457323283764515,5.480342228559788,7.850152780607049,2811.2827459767773,81.68995722143002,44.14015074353229,4.426604196374007,7.847901812996537,2813.661607931011,44.27619338629728,4.408029469681537,7.848685844270485,2816.463695932641,44.32895653270475,4.423643308209411,-0.18252189855367693,0.16316968832756162,0.04648604603788959,0.15131415572951532,-316.4636959326407,8.018650960339832,8.664828100416367,0.5117109659856901,0.6651640237747114,0.6912548906987847,0.7478609020054974,345.3654875409187,376.2553847118888,dizziness_risk,true_negative
8.131528878822197,2633.0543601359004,77.97984144960363,40.3202718006795,5.4563986409966025,5.508040770101926,8.124077010192526,2632.951528878822,78.17984144960363,40.13114382785957,6.401381653454133,8.115341638354096,2630.3375990939976,39.90151000377501,6.420604001510004,8.113233025939708,2625.6106077765194,39.83977619586906,6.405270722105377,0.18912797281993204,-0.2,-0.06819932049830126,-0.1132330259397077,-125.61060777651944,7.851564502148828,8.516676885766497,0.5027343232852581,0.6533669984080015,0.6969774021472798,0.7508619833705454,349.8415213085896,380.7057529278749,dizziness_risk,false_positive
7.915419501133786,2729.0680272108843,81.10090702947846,39.791383219954646,5.464852607709751,5.600907029478458,7.869274376417233,2727.041950113379,80.48866213151928,40.240362811791385,4.767460317460317,7.912944066515496,2732.304610733182,40.55177626606198,4.747373393801965,7.922109653385164,2721.947864701436,40.55021056041465,4.767593132491092,-0.4489795918367347,0.6122448979591837,0.15884353741496599,0.07789034661483642,-221.94786470143612,7.550980512358215,8.254708169495808,0.5042120612796139,0.6554946468743326,0.6774068548628129,0.735152109233985,361.94727301781603,382.2269693562904,dizziness_risk,false_negative
8.171692111959286,2652.3409669211196,77.23409669211196,36.160941475826974,5.489185750636132,5.521946564885496,8.161545801526717,2650.6339058524172,77.41634860050891,35.98441475826972,6.70795165394402,8.16266433418151,2648.1807145886346,35.954675572519086,6.712399279050042,8.159937068338786,2649.6789864291773,35.8802094692839,6.704185371985945,0.1765267175572519,-0.18225190839694658,-0.017239185750636134,-0.1599370683387859,-149.67898642917726,7.657670827361394,8.30047473554758,0.4949781061381895,0.635060602617056,0.6949725107716687,0.7430026693708229,354.0940023006608,380.8005999302476,dizziness_risk,true_positive
7.870460157126824,2781.0594837261506,82.14859708193042,42.32098765432099,5.54635241301908,5.4859708193041525,7.870998877665545,2774.8763187429854,82.07901234567902,42.29046015712682,4.3900112233445565,7.874945753834642,2778.6353535353537,42.50130939019828,4.370493827160494,7.876754101865213,2781.680375180375,42.55831703276147,4.382392603281493,0.03052749719416386,0.06958473625140292,0.03663299663299663,0.12324589813478704,-281.68037518037517,7.9768983712173664,8.621145758655365,0.5144708070246222,0.667857459394727,0.6983176809569928,0.751982363354276,347.537992656318,377.2855109578762,fatigue_risk,true_negative
8.074191893278604,2655.9007183170856,77.97562852744997,40.57567983581324,5.469728065674705,5.51564905079528,8.091457157516675,2647.7932272960493,78.1323755772191,40.340687532067726,6.338301693175988,8.084244056781255,2644.6237814263727,40.167308021207454,6.35974858902001,8.077309242835154,2643.7201305920007,40.126448850448334,6.339224022087029,0.23499230374551053,-0.15674704976911236,-0.0478193945613135,-0.07730924283515354,-143.72013059200077,7.82710732986471,8.473806781080912,0.49636723105991903,0.6504637841077697,0.682813000884766,0.7449090165768923,349.7586288557605,379.7056032499053,fatigue_risk,false_positive
7.8484052532833015,2747.1200750469043,81.14446529080675,40.53939962476548,5.475609756097561,5.441838649155723,7.85140712945591,2758.878986866792,80.953095684803,40.69699812382739,4.6484990619136966,7.866010006253908,2761.336147592245,40.98780487804878,4.6053158223889925,7.871014696685429,2761.1318614312518,41.07936656839096,4.633679531850263,-0.1575984990619137,0.19136960600375236,0.08930581613508443,0.12898530331457164,-261.1318614312517,7.809113695895659,8.401369361068392,0.5066127758935982,0.6602495134081148,0.7000739300271049,0.747368048146712,356.5883009176967,377.4297822499433,fatigue_risk,false_negative
8.168023403714068,2670.8420249300434,77.34215212414144,38.83719155431188,5.4757059272449755,5.540829305520224,8.147901297379802,2681.19435258204,77.34673111167642,39.0371406766726,6.631264309336046,8.144691766302044,2678.664419570932,38.849317391673026,6.641270245060629,8.146647890395029,2673.2297537279983,38.7370437668835,6.640690542815957,-0.19994912236072246,-0.004578987534978377,-0.015008903586873566,-0.14664789039502854,-173.22975372799846,7.731425825237522,8.425375691502916,0.5000333864173042,0.6385254414917132,0.6955234681390452,0.7428843201953104,351.2323865705593,381.3216268675318,fatigue_risk,true_positive
